id,name,rating,reviews,host_id,hourse_rules,Price_in_Rupees,Newlisting,Hostname,Property type,State,Country,No_of_Guests,No_of_bedrooms,Has_Wife,Has_Kitchen,Has_Parking
53192531.0,New Chalets on Farm with Fireplace 6,4.93,15.0,319748087,Checkin After 300 pm,12845.0,0,YabanYasam,Entire chalet ,Bolu,Turkey,6,2,1,1,1
53151582.0,Sapancaguldibibugalov,4.96,26.0,430242262,Checkin 200 pm  200 amCheck out 1200 pmSelf checkin with lockboxPets are allowedSmoking is allowed,8128.0,0,Muhammet,Entire bungalow ,Sakarya,Turkey,4,1,1,1,1
6.25932e+17,sapanca Bungalife M,4.6,5.0,457654417,,15052.0,0,Kemal,Treehouse ,Sakarya,Turkey,7,3,0,1,0
6.29647e+17,Bungalows with private pools in touch with nature,,2.0,459745732,Checkin 200 pm  1200 amCheck out 1200 pmNo petsSmoking is allowed,15604.0,1,Emre,Entire bungalow ,Sakarya,Turkey,4,1,1,1,0
46794233.0,sapancapanoramabungalow1,5.0,4.0,359685585,Checkin 200 pm  1000 pmCheck out 1200 pmSelf checkin with lockboxPets are allowedSmoking is allowed,7476.0,0,Seyfi,Treehouse ,Sakarya,Turkey,4,1,1,1,1
22606080.0,Coconut Tree House Udalo Mindoro,4.87,85.0,23070428,Checkin FlexibleNo smokingPets are allowed,1372.0,0,JanMichael,Treehouse ,MIMAROPA,Philippines,2,1,0,1,0
54323015.0,Sapanca Yura Bungalov1 Havuzlu Korunakl,5.0,9.0,440689875,Checkin After 200 pmCheck out 1100 amNo petsSmoking is allowedShow moreShow more,14771.0,0,Rait,Entire bungalow ,Sakarya,Turkey,4,1,1,1,1
49673016.0,Glass Teepee Village  River Glamping near Manila,4.9,20.0,43936498,Checkin After 400 pmCheck out 300 pmNot suitable for infants under 2 yearsPets are allowedSmoking is allowedShow moreShow more,8248.0,0,Jun,Private room in tipi ,Calabarzon,Philippines,7,3,0,0,1
50458442.0,Bungalow Holiday Villa Gen with Private Pool and Jacuzzi,4.64,11.0,386223873,Checkin 400 pm  1100 pmCheck out 1000 am,7319.0,0,Fatih,Entire villa ,Antalya,Turkey,2,1,1,1,1
6.14793e+17,Kid and Pet Friendly Tiny House,5.0,7.0,315877163,Checkin After 200 pmCheck out 1200 pmSelf checkin with lockboxNo smokingPets are allowed,4051.0,0,HuseyinZerder,Tiny home ,Nevehir,Turkey,3,1,1,1,1
53309759.0,SAPANCA ANL HILL BUNGALOW,4.75,4.0,431589521,Checkin After 200 pmCheck out 1100 amPets are allowedSmoking is allowed,14551.0,0,Anl,Treehouse ,Sakarya,Turkey,4,1,1,1,1
5.80261e+17,AFrame of Mind,5.0,8.0,33329789,Checkin 200 pm  1000 pmCheck out 1100 amNo smokingPets are allowed,6861.5,0,Shivani AndAvijeet,Farm stay ,Uttarakhand,India,2,1,1,1,1
5.4662e+17,Dinosaurs  Resort 3BHK AC CABIN,,,441844482,Checkin After 300 pmNo smokingPets are allowedShow moreShow more,15975.0,1,Udaykumar,Entire cabin ,Maharashtra,India,7,3,1,1,1
6.26028e+17,Sapanca Nature Bungalow Suite with Pool and Jacuzzi,,1.0,430105736,Checkin After 200 pmCheck out 1200 pmPets are allowedSmoking is allowedShow moreShow more,14049.0,1,Sevgi,Treehouse ,Sakarya,Turkey,4,1,1,1,1
6.66618e+17,Moonshine Sapanca,,,446683349,Checkin After 200 pmCheck out 1100 amNo petsNo parties or eventsSmoking is allowed,17611.0,1,Aleyna,Entire holiday home ,Sakarya,Turkey,5,2,1,1,1
21082489.0,LOGIN OKINAWA wood,4.68,241.0,151975076,Checkin 400 pm  1200 amCheck out 1100 amSelf checkin with lockboxNo smokingNo parties or eventsPets are allowedShow moreShow more,13010.0,0,LoginOkinawa,Entire cabin ,Okinawaken,Japan,9,3,1,1,1
30825825.0,Hacienda Paragua,4.83,41.0,161316201,Checkin After 200 pmCheck out 1200 pmNo parties or eventsPets are allowedSmoking is allowed,4059.0,0,Edenbird,Farm stay ,MIMAROPA,Philippines,4,1,0,0,0
54301655.0,Rich Bungalow in Maukiye,5.0,10.0,439826603,Checkin 200 pm  900 pmCheck out 1200 pmPets are allowedSmoking is allowedShow moreShow more,6774.0,0,Zengin,Private room in treehouse ,Kocaeli,Turkey,4,1,1,1,1
6.10746e+17,LAKERS BUNGALOV 3,,2.0,451105974,Checkin 200 pm  200 amCheck out 1100 amPets are allowed,10035.0,1,GzdeNur,Entire bungalow ,Sakarya,Turkey,3,1,1,1,1
44039103.0,Cozy Tiny House in Bagac Bataan near Las Casas,4.68,25.0,188460369,Checkin 200 pm  1100 pmCheck out 1100 amSelf checkin with lockboxNo smokingNo petsNo parties or events,8135.0,0,Markus Micah,Tiny home ,Central Luzon,Philippines,5,2,1,1,1
29717885.0,A lemon Tree Hut   Near Auroville,4.8,61.0,201002532,Checkin 1100 am  500 pmCheck out 1000 amNo petsNo parties or eventsSmoking is allowedShow moreShow more,1712.0,0,Karen,Hut ,Tamil Nadu,India,2,1,1,1,1
1126224.0,House in Monterrazas Metro Baguio,4.68,154.0,6176141,Checkin After 200 pmCheck out 1100 amSelf checkin with building staffNo smokingNo petsNo parties or eventsShow moreShow more,8767.0,0,Tanya,Entire home ,Cordillera Administrative Region,Philippines,10,3,1,1,1
6.26359e+17,Glamping in the Aframe Kubo at the Sunset Hill,,,57230704,Checkin After 300 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo pets,2352.0,1,Oliver,Farm stay ,Ilocos Region,Philippines,2,1,1,0,1
5.92431e+17,Bungalow with Heated Private Pool in Sapanca,,1.0,463019242,Checkin 200 pm  1200 amCheck out 1100 amNo petsNo parties or eventsSmoking is allowedShow moreShow more,22436.0,1,Ugur,Entire chalet ,Sakarya,Turkey,2,1,1,1,1
41617156.0,Welcome from Borjomi,4.82,44.0,250467173,Checkin After 200 pmCheck out 1100 amSelf checkin with lockboxNo smokingNo parties or eventsPets are allowed,6372.0,0,Giorgi,Entire chalet ,SamtskheJavakheti,Georgia,4,1,1,1,1
50664527.0,SAPANCA ELTE BUNGALOW,,1.0,407278804,Checkin After 200 pmCheck out 1100 amSelf checkin with lockboxPets are allowedSmoking is allowed,19147.0,1,Ferhat,Private room in treehouse ,Sakarya,Turkey,4,1,1,1,1
41362723.0,Unique views of Rize badara plateau,4.69,13.0,325191756,Checkin After 200 pmCheck out 1200 pmSelf checkin with lockboxPets are allowedSmoking is allowed,8028.0,0,Batuhan,Treehouse ,Rize,Turkey,3,3,1,1,1
6.79805e+17,LOGIN OKINAWA plants,,,151975076,Checkin After 400 pmCheck out 1100 amPets are allowedShow moreShow more,12590.0,1,LoginOkinawa,Entire cabin ,Okinawa,Japan,8,3,1,1,1
44448191.0,PyramidHouse  kubrik camping,4.89,19.0,310586245,Checkin After 100 pmCheck out 1200 pmNot suitable for children and infantsPets are allowedSmoking is allowed,2820.0,0,Yiit,Treehouse ,Antalya,Turkey,2,1,1,1,1
54336692.0,La Fuite bungalow,,,195740271,,6839.0,1,Georges,Tiny home ,Mount Lebanon Governorate,Lebanon,4,2,1,1,1
34029409.0,Cinderella J House,4.58,58.0,247159295,Checkin After 400 pmCheck out 1100 amSelf checkin with lockboxNo parties or eventsPets are allowedSmoking is allowed,6528.0,0,Kiyomi,Entire cabin ,Okinawa,Japan,8,3,1,1,1
9583797.0,Hualien Taroko YUs BB  Quad Room Cabin,4.87,137.0,49609264,Checkin After 300 pmCheck out 1100 amShow moreShow more,9028.0,0,,Private room in chalet ,Xiulin Township,Taiwan,4,1,1,0,1
49536360.0,Treehouse in nature at the top of the Taurus mountains,5.0,3.0,327358116,Checkin 100 pm  600 pmCheck out 1100 amNo smokingNo petsShow moreShow more,4265.0,0,Kuzeydagevleri,Private room in chalet ,Mersin,Turkey,4,1,0,1,1
50298039.0,Aranyam Cafe  resort,5.0,3.0,406146960,Checkin FlexibleCheck out 1100 amPets are allowedSmoking is allowedShow moreShow more,3652.0,0,Vivek,Private room in hut ,Uttarakhand,India,2,1,1,0,1
6.33164e+17,Great Villa with Sea View and Private Pool in Kas,,1.0,440992509,Checkin 200 pm  1200 amCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,12369.0,1,Can,Entire villa ,Antalya,Turkey,4,2,1,1,0
49593232.0,Daily Bungalow  ,5.0,3.0,306973752,Checkin After 200 pmCheck out 1200 pmPets are allowedSmoking is allowed,12755.0,0,Semih,Entire bungalow ,Rize,Turkey,5,1,0,1,1
43481854.0,CASE PEACEFUL AND JACUZZI VILLA IN NATURE,5.0,7.0,15868087,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo petsNo parties or events,10684.0,0,Cihan,Entire villa ,Antalya,Turkey,6,2,1,1,1
42466759.0,Balai Maniago,4.63,8.0,243842665,Pets are allowed,2598.0,0,Balai,Private room in hut ,Central Luzon,Philippines,3,1,0,0,0
21689116.0, Bamboo Resort and ATV Park  Standard Room EP,4.67,4.0,157897583,Checkin After 1200 pmCheck out 1200 pmNo petsSmoking is allowed,4000.0,0,Pabitra,Private room in nature lodge ,West Bengal,India,4,3,0,0,1
6.36562e+17,4Person Villa with Nature View,,,107878101,Checkin After 400 pmCheck out 1000 am,10839.0,1,Muhammet,Entire villa ,Antalya,Turkey,4,2,1,1,1
5.48995e+17,AHaus One mini cabin Min 2pax  Max 4pax,5.0,8.0,407902794,Checkin After 200 pmCheck out 1200 pmPets are allowedSmoking is allowedShow moreShow more,6181.0,0,Isla DelAntoo,Island ,Calabarzon,Philippines,5,1,0,1,0
22894844.0,Farmstay at Parule,5.0,8.0,5080298,Checkin 100 pm  700 pmCheck out 1100 amNot suitable for infants under 2 yearsNo smokingNo petsNo parties or events,8559.0,0,Prathamesh,Private room in farm stay ,Maharashtra,India,2,1,0,0,1
45745574.0,Forest Hut w access to natural pool  water falls,5.0,4.0,296204113,Checkin 1000 am  1200 pmNot suitable for infants under 2 yearsPets are allowedSmoking is allowedShow moreShow more,4871.0,0,Jay,Private room in nature lodge ,Calabarzon,Philippines,2,1,0,1,1
51144177.0,Park Hotel Surami Chalet Wild Berry,,1.0,395876880,Checkin After 200 pmCheck out 1200 pmPets are allowedSmoking is allowed,22758.0,1,Park Hotel SuramiChalet,Entire villa ,Shida Kartli,Georgia,4,2,1,1,1
5.80411e+17,ALANYA BUNGALOW HOMES,,,449098014,Checkin 1200 pm  200 pmCheck out 1200 pmNo smokingPets are allowed,5023.0,1,Ferdi,Private room in nature lodge ,Antalya,Turkey,2,1,1,1,1
36106612.0,Luxurios triangle beach house,4.91,33.0,271598294,Checkin After 300 pmCheck out 1100 amSelf checkin with lockboxNo smokingNo petsNo parties or events,23852.0,0,,Entire cottage ,Haifa District,Israel,4,2,1,1,1
42028668.0,Spacio Caliraya Teepee House,,1.0,27317111,Checkin 200 pm  600 pmCheck out 1200 pmNo smokingNo petsNo parties or eventsShow moreShow more,4780.0,1,Mia,Private room in tipi ,Calabarzon,Philippines,2,1,0,0,1
54050839.0,The Cabin By Grey Vacation House and Events Place,,,35723751,Show moreShow more,43866.0,1,Sandy,Entire home ,Calabarzon,Philippines,16,5,1,1,1
5.89702e+17,Honeymoon Villa with Jacuzzi and pool Chalet,,1.0,226189853,Checkin After 400 pmCheck out 1000 amNo pets,7846.0,1,Mslm,Entire villa ,Antalya,Turkey,2,1,1,1,1
34599587.0,The Cozy Cabins by Woodscation,5.0,3.0,189839085,Checkin After 1100 amCheck out 1000 amPets are allowed,4202.0,0,Baljeet,Private room in tiny home ,Himachal Pradesh,India,2,2,0,0,1
29862687.0,SeptemberGardenHomestayPrincesCabinfor couples,5.0,11.0,221057563,Checkin After 100 pmCheck out 1100 amPets are allowedSmoking is allowed,1555.5,0,Tu,Entire bungalow ,Lm ng,Vietnam,2,1,1,1,1
40808568.0,Noinas Mystic MountainHut 3,5.0,12.0,38726292,Not suitable for children and infantsNo petsNo parties or eventsSmoking is allowed,3025.0,0,Noina,Hut ,Chang Wat Rayong,Thailand,2,1,0,0,0
52379572.0,Mulberry Collection Mint Kalkanda 4 Kiilik Villa,,,226001465,Checkin 400 pm  1200 amCheck out 1000 amNo smokingNo petsNo parties or events,11189.0,1,TatilVillas,Entire villa ,Antalya,Turkey,4,2,1,1,1
5.51795e+17,Tiny Cottage in Bakuriani,,,24486258,Checkin After 300 pmNo smokingNo parties or eventsShow moreShow more,2740.0,1,Ana,Tiny home ,SamtskheJavakheti,Georgia,5,3,0,1,1
54219732.0,Sapanca CasaMia Suit Panorama,,,261290482,Checkin After 200 pmCheck out 1200 pmNo smokingNo pets,9689.0,1,Casamia,Treehouse ,Sakarya,Turkey,2,1,1,0,1
50499047.0,SAPANCA BAMBOOLOW RESORT,,1.0,407973734,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNo petsSmoking is allowed,16457.0,1,Sapanca BamboolowResort,Private room in resort ,Sakarya,Turkey,2,1,1,1,1
51254413.0,Kabin Tres  Kamp Aleixo Island Glamping,5.0,4.0,181711994,Checkin 200 pm  400 pmPets are allowedSmoking is allowed,4221.0,0,Shannen,Private room in tiny home ,Calabarzon,Philippines,5,1,0,1,1
5.62138e+17,Sleeps 2 with a private pool and a jacuzzi in nature,,1.0,445030155,Checkin After 300 pmPets are allowed,6315.0,1,Glcan,Treehouse ,Antalya,Turkey,2,1,1,1,1
49242595.0,Olympos Natural fullfurnished duplex cozy,,2.0,184198103,Checkin After 1100 amCheck out 100 pmSelf checkin with building staffNo petsNo parties or eventsSmoking is allowedShow moreShow more,4898.0,1,BuseSena,Entire home ,Antalya,Turkey,5,2,1,1,1
49576819.0,Starstudded rooms with activities in front of the pension,5.0,4.0,331841698,Checkin 200 pm  1000 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,4037.0,0,Onda,Pension ,South Chungcheong Province,South Korea,4,2,1,1,1
5.93801e+17,Nirvana  A Frame Cabin,4.75,4.0,425671475,Checkin 1100 am  200 pmCheck out 1100 amSelf checkin with lockboxPets are allowed,5135.0,0,Sukhbir,Private room in nature lodge ,Himachal Pradesh,India,2,1,1,1,1
51123649.0,HAERI  H3  Utsera Cabins  Racha,5.0,3.0,201241578,Checkin After 300 pm,9103.0,0,Geno,Tiny home ,RachaLechkhumi and Kvemo Svaneti,Georgia,4,1,1,1,0
5.59879e+17,Munic Bungalow Sapanca,,,444580699,Checkin After 300 pmNo petsSmoking is allowed,13798.0,1,clal,Entire holiday home ,Sakarya,Turkey,5,2,1,1,1
42568790.0,Blue Lagoon  Art House,,2.0,57114677,Checkin After 200 pmCheck out 1200 pmNo smokingNo parties or eventsPets are allowed,3186.0,1,Hai,Private room in nature lodge ,Hi Phng,Vietnam,2,1,1,1,1
53265731.0,Arzni park resort,5.0,3.0,67519702,Checkin After 200 pmCheck out 1200 pmNo smokingPets are allowed,7191.0,0,Mekhak,Tiny home ,Kotayk Province,Armenia,2,1,1,0,1
54039900.0,Unique 3B R 2tikis huttree house  with pool,,1.0,84885066,Pets are allowed,40665.0,1,Lyn,Island ,Bicol,Philippines,15,5,1,1,1
51120664.0,HAERI  H1  Utsera Cabins  Racha,5.0,3.0,201241578,Checkin After 200 pmCheck out 1200 am,9103.0,0,Geno,Entire cottage ,RachaLechkhumi and Kvemo Svaneti,Georgia,4,1,1,1,1
5.635e+17,Andifli  gen Honeymoon House,,,393650087,Checkin After 400 pmCheck out 1000 amNo smokingNo pets,8843.0,1,Cengiz,Entire villa ,Antalya,Turkey,2,1,1,1,1
6.308e+17,Yldrm Loft Bungalov,,,460001616,Pets are allowed,11038.0,1,Volkan,Treehouse ,Rize,Turkey,6,1,0,1,0
940055.0,Eco Cottage Stay,4.88,18.0,5080298,Checkin After 100 pmCheck out 1100 amShow moreShow more,8559.0,0,Prathamesh,Room in boutique hotel ,Maharashtra,India,3,3,0,0,1
50294472.0,DREAM RIVER EXCLUSIVE BUNGALOW,,,267547694,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsNo parties or events,16708.0,1,Uur,Private room in nature lodge ,Rize,Turkey,6,2,0,0,0
5.49091e+17,Ahaus Villa 1Min 2pax  Max 6pax,,2.0,407902794,Checkin After 200 pmCheck out 1200 pmPets are allowedSmoking is allowed,5409.0,1,Isla DelAntoo,Island ,Calabarzon,Philippines,6,1,0,1,0
6.16944e+17,Villa Hidden Paradise Garden,,,456865839,Checkin After 300 pmSelf checkin with lockboxPets are allowedSmoking is allowed,5067.0,1,Mert,Entire holiday home ,Mula,Turkey,4,2,1,0,1
35530234.0,Triangle on the rocks,4.94,16.0,38772874,Checkin 300 pm  700 pmCheck out 1200 pmNo smokingNo parties or eventsPets are allowedShow moreShow more,1903.0,0,Socratis,Private room in tiny home ,Paphos,Cyprus,2,1,0,1,1
30810424.0,Lovely large lawn romantic lake view in front of cabin one double bed near Second Dormitory Sun Pavilion,4.82,11.0,22474324,Checkin After 200 pmNo smokingPets are allowedShow moreShow more,4476.0,0,,Private room in hut ,Tainan City,Taiwan,2,1,1,0,1
53666125.0,URNA Glamping Stays,,,434597745,Checkin FlexibleNo parties or eventsPets are allowed,6505.0,1,Anurag,Private room ,Uttarakhand,India,2,1,1,0,1
6.15691e+17,villa with outdoor jacuzzi with mountain views,,,456605673,Checkin After 300 pm,15084.0,1,Akif,Entire villa ,Antalya,Turkey,4,2,1,1,1
54270247.0,Kalkanda Muhafazakar Jakuzili gen Villa,,1.0,386340176,Checkin After 400 pmCheck out 1000 amNo petsSmoking is allowed,7576.0,1,Duygu,Entire villa ,Antalya,Turkey,4,2,1,1,1
6.18591e+17,Enjoying a peaceful vacation is personal,,,432147856,Checkin 1100 am  1200 amCheck out 1100 am,9326.0,1,Kenan,Treehouse ,Antalya,Turkey,2,1,1,1,1
41848797.0,Conservative honeymoon clothy houses2eciralikvilla,,,132800555,Checkin After 300 pmCheck out 1000 amNo smokingNo petsNo parties or events,6442.0,1,Ridvan,Entire villa ,Antalya,Turkey,2,1,1,1,1
37947788.0,Bean Homestay,,1.0,287691612,Checkin 100 pm  300 pm,2329.0,1,Trang,Private room in tiny home ,Qung Ninh,Vietnam,4,1,1,1,1
5.89087e+17,Yaam Bungalow,,1.0,300996276,Checkin 1200 pm  200 pmCheck out 1200 pm,25037.0,1,Yaam,Private room in nature lodge ,Rize,Turkey,2,2,1,0,0
54342838.0,Enjoy the hot tub with sea views,,,372364399,,7024.0,1,Selman,Private room in holiday home ,Antalya,Turkey,4,2,1,0,1
50764986.0,Anka Bungalow,,,15084529,Checkin After 300 pmCheck out 1100 amNo smokingPets are allowed,12312.0,1,Stephen,Entire bungalow ,Antalya,Turkey,2,1,1,1,1
19627156.0,3 minute walk from the beach,4.92,12.0,30825961,Checkin 100 pm  900 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,11435.0,0,Bridge12thBB,Private room in tiny home ,,Taiwan,2,1,0,0,0
53650252.0,A1 GlampingSingle glamping in a property where you can get away from everyday life and feel nature and sensibility at the same time,,1.0,331613770,Checkin 300 pm  1000 pmCheck out 1100 amNo smokingNo parties or eventsPets are allowedShow moreShow more,9455.0,1,Onda,Pension ,Jeju Province,South Korea,8,1,1,0,1
49278980.0,Folds house,,,397618354,Checkin 100 pm  600 pmCheck out 1200 pmNo smokingPets are allowed,1165.0,1,QunhTrang,Private room in tiny home ,Gia Lai,Vietnam,2,1,1,1,0
49576844.0,          ,,,331841698,Checkin 200 pm  1000 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,4034.0,1,Onda,Pension ,South Chungcheong Province,South Korea,4,2,1,1,1
38234039.0,Bear Bungalov,,,285342283,Checkin After 200 pmCheck out 1100 amPets are allowedSmoking is allowed,76504.0,1,Blent,Shared room in nature lodge ,Rize,Turkey,2,1,1,1,1
30916546.0,Nido Sun Pavilion Nearby Cabin 3ppl Futon Shared Bathroom Beautiful large lawn in front Romantic lake Night view,4.86,7.0,22474324,Checkin After 200 pmNo smokingNo petsShow moreShow more,6274.0,0,,Private room in cabin ,Tainan City,Taiwan,4,1,1,0,1
50820302.0,Patara Bungaloov Evi,,,405943150,Checkin 1100 am  300 pmNo smokingNo parties or eventsPets are allowed,4767.0,1,Villam,Entire bungalow ,Antalya,Turkey,3,1,1,1,0
53139784.0,Doa Manzaral Muhafazakar Kiralk Tatil Villas,,,107878101,Checkin After 400 pmCheck out 1000 amNo smokingNo petsNo parties or events,3945.0,1,Muhammet,Entire villa ,Antalya,Turkey,4,2,1,1,1
6.20658e+17,Babil Bungalow Villa,,,457591462,Checkin After 200 pmCheck out 1200 pmNo smokingNo pets,17214.0,1,MuhammedAli,Private room in bed and breakfast ,Kocaeli,Turkey,4,1,1,1,1
22327410.0,The MuG Resort,5.0,4.0,161502463,Checkin 200 pm  200 amCheck out 1200 pmNo smokingNo pets,3252.0,0,,Entire bed and breakfast ,Chang Wat Chon Buri,Thailand,2,10,1,0,1
53650256.0,Glamping A3 in a singlefamily home where you can get away from the everyday and feel nature and emotions at the same time,,1.0,331613770,Checkin 300 pm  1000 pmCheck out 1100 amNo smokingNo parties or eventsPets are allowedShow moreShow more,9455.0,1,Onda,Pension ,Jeju Province,South Korea,8,1,1,0,1
5.96791e+17,AFrame Bungalow in a Beautiful Pine Forest,,,452486347,Checkin After 300 pmPets are allowedSmoking is allowed,5640.0,1,Sens,Private room in nature lodge ,Antalya,Turkey,5,5,1,0,1
26021099.0,Cabin near Second Dormitory Sun Pavilion Queen bed 150cm shared bathroom Beautiful large lawn romantic lake view at night,4.94,16.0,22474324,Checkin After 200 pmNo smokingNo petsShow moreShow more,5552.0,0,,Private room in cabin ,Tainan City,Taiwan,2,1,1,0,1
5.4749e+17,BUNGALOW VLLA WITH NATURE AND LAKE VIEW,,,386223873,Checkin 200 pm  1200 amCheck out 1200 pmNo smokingNo petsNo parties or events,41682.0,1,Fatih,Entire villa ,Sakarya,Turkey,2,1,1,1,1
